name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
mercury ecommerce acquisition corp wt,MEACW,0.1000,"0.1000,0.1000",N/A,N/A x N/A,None,0.0837 , 0.1400,0.0837 , 0.1400,7900,N/A,N/A,N/A,N/A,N/A,N/A ,None
medpace holdings inc,MEDP,219.44,"210.12,210.12",209.43,213.57 x 1000,None,204.00 , 220.97,126.94 , 235.72,526180,439132,6.825B,1.35,33.66,6.52,N/A ,None
trxade health inc,MEDS,0.8500,"0.8554,0.8554",0.8600,0.0000 x 900,None,0.8300 , 0.8980,0.8100 , 4.2300,11906,524000,7.921M,1.30,N/A,-0.6890,N/A ,None
magic empire global limited,MEGL,2.4400,"2.3500,2.3500",2.3400,2.4100 x 1400,None,2.2701 , 2.4400,2.2700 , 249.9400,160608,4435510,48.8M,N/A,244.00,0.0100,N/A ,None
mei pharma inc,MEIP,0.3373,"0.3380,0.3380",0.3471,0.0000 x 900,None,0.3331 , 0.3489,0.3200 , 3.5500,602878,737446,44.949M,0.91,N/A,-0.5190,N/A ,None
meli kaszek pioneer corp cl a,MEKA,9.89,"9.89,9.89",9.89,0.00 x 900,None,9.89 , 9.89,9.82 , 14.70,206,41446,293.98M,N/A,N/A,N/A,N/A ,None
mercadolibre inc,MELI,870.88,"851.28,851.28",848.72,915.00 x 1000,None,840.00 , 910.76,600.68 ," 1,711.02",779829,638331,43.839B,1.58,181.43,4.80,N/A ,None
minority equality opportunities acquisition,MEOAU,10.27,"10.22,10.22",10.27,0.00 x 3000,None,10.27 , 10.27,10.06 , 11.50,100,225,N/A,N/A,N/A,N/A,N/A ,None
minority equality opportunities acquisition wt,MEOAW,0.0599,"0.0600,0.0600",N/A,N/A x N/A,None,0.0599 , 0.0600,0.0599 , 0.0600,1328,N/A,N/A,N/A,N/A,N/A,N/A ,None
methanex cp,MEOH,35.22,"35.14,35.14",34.46,0.00 x 800,None,34.15 , 35.63,28.73 , 56.79,395000,443504,2.469B,2.07,5.27,6.68,0.70 ,1.89
mercer intl inc,MERC,12.81,"12.73,12.73",12.58,0.00 x 1000,None,12.36 , 12.96,10.25 , 17.50,346340,626548,847.602M,1.50,2.80,4.58,0.30 ,2.16
mesa air group inc,MESA,1.3700,"1.3700,1.3700",1.4100,0.0000 x 900,None,1.3600 , 1.4100,1.2500 , 9.1800,144885,400289,49.724M,2.60,N/A,-1.6780,N/A ,None
mesoblast ltd adr,MESO,2.9900,"2.8800,2.8800",2.8500,0.0000 x 1000,None,2.8500 , 2.9900,2.1400 , 7.2800,80751,63123,442.29M,2.49,N/A,-0.7100,N/A ,None
meta platforms inc,META,88.91,"90.54,90.54",90.08,89.93 x 1100,None,88.42 , 90.39,88.41 , 353.83,60664012,37710950,235.749B,1.32,9.04,9.84,N/A ,None
ramaco resources inc,METC,11.22,"11.20,11.20",11.08,11.21 x 900,None,11.06 , 11.53,8.43 , 21.73,334152,648928,494.664M,1.01,5.01,2.24,0.45 ,3.93
ramaco resources inc 9.00%,METCL,25.55,"25.58,25.58",25.60,0.00 x 1300,None,25.48 , 25.65,25.02 , 27.86,2403,4614,N/A,N/A,N/A,N/A,N/A ,None
meten hldg group ltd,METX,0.2583,"0.2720,0.2720",0.2733,0.2510 x 1000,None,0.2511 , 0.2733,0.0900 , 2.4400,193099,273743,3.502M,-0.44,N/A,-4.2050,N/A ,None
meten edtechx education group ltd,METXW,0.0475,"0.0475,0.0475",0.3025,0.2922 x 800,None,0.0263 , 0.0475,0.0263 , 0.0475,1053,N/A,N/A,N/A,N/A,N/A,N/A ,None
missfresh ltd adr,MF,1.5600,"1.5500,1.5500",1.5800,1.5700 x 3200,None,1.5000 , 1.5892,1.4600 , 165.0000,120619,344197,12.243M,N/A,N/A,-4.2380,N/A ,None
mercurity fintech holding inc adr,MFH,0.8190,"0.8699,0.8699",0.8190,0.0000 x 900,None,0.8190 , 0.8600,0.4950 , 3.7800,310,9201,11.702M,1.79,N/A,-1.9210,N/A ,None
midcap financial investment corp,MFIC,11.06,"11.01,11.01",10.89,0.00 x 1300,None,10.75 , 11.10,10.01 , 13.99,268380,255853,723.892M,1.66,12.57,0.88,1.28 ,11.47
medallion fin cp,MFIN,7.44,"7.40,7.40",7.26,0.00 x 1200,None,7.26 , 7.55,3.50 , 10.05,15887,67801,180.337M,2.14,3.67,2.03,0.32 ,4.34
municipal cef income opportunity etf ft,MFLX,15.58,"15.63,15.63",15.67,0.00 x 3200,None,15.42 , 15.67,15.30 , 21.22,3203,3490,12.67M,15.62,N/A,4.55%,None,None
mobile global esports inc,MGAM,1.0700,"1.0800,1.0800",1.0500,0.0000 x 1000,None,1.0101 , 1.0800,1.0100 , 20.7400,28344,2713712,21.771M,N/A,N/A,N/A,N/A ,None
mge energy inc,MGEE,67.15,"68.23,68.23",67.51,0.00 x 1100,None,67.04 , 68.37,61.67 , 86.27,74493,89506,2.428B,0.69,23.40,2.87,1.63 ,2.37
moneygram intl,MGI,10.55,"10.55,10.55",10.53,0.00 x 4000,None,10.52 , 10.58,5.18 , 10.87,439574,562914,1.017B,1.12,N/A,-0.19,N/A ,None
magic software entpr,MGIC,14.45,"15.02,15.02",14.36,14.00 x 1300,None,14.28 , 14.50,14.01 , 25.49,30845,24168,716.935M,1.19,25.35,0.57,0.51 ,3.28
magnite inc,MGNI,6.64,"6.95,6.95",6.81,6.49 x 1800,None,6.61 , 6.96,6.02 , 24.65,1506348,1420290,882.702M,2.02,N/A,-0.24,N/A ,None
macrogenics,MGNX,4.8400,"4.8500,4.8500",4.8400,0.0000 x 1400,None,4.7001 , 5.0700,2.1300 , 22.6800,527999,793287,297.461M,1.89,N/A,-3.5640,N/A ,None
mgp ingredients inc,MGPI,111.03,"104.92,104.92",108.30,0.00 x 800,None,106.01 , 116.55,63.67 , 117.01,257192,177059,2.442B,0.95,20.68,5.37,0.48 ,0.45
mcgrath rentcorp,MGRC,96.26,"95.10,95.10",94.81,0.00 x 1300,None,94.77 , 96.27,71.17 , 97.63,99055,75600,2.347B,0.79,22.70,4.24,1.82 ,1.89
magenta therapeutics inc,MGTA,1.2900,"1.2300,1.2300",1.2399,0.0000 x 800,None,1.2400 , 1.3500,0.9200 , 8.4900,155203,158043,75.969M,2.06,N/A,-1.3320,N/A ,None
meiragtx holdings plc,MGTX,6.97,"7.05,7.05",7.00,0.00 x 900,None,6.83 , 7.22,6.59 , 24.90,77235,106395,313.725M,1.61,N/A,-1.97,N/A ,None
magyar bancorp inc,MGYR,12.42,"12.48,12.48",12.35,10.20 x 900,None,12.23 , 12.50,11.32 , 13.23,4228,6640,88.155M,0.18,10.53,1.18,0.12 ,0.96
maiden holdings ltd,MHLD,2.1500,"2.1200,2.1200",2.0900,1.9000 x 900,None,2.0900 , 2.1500,1.8400 , 3.5700,10091,39014,187.397M,1.18,4.13,0.5200,N/A ,None
singing machine inc,MICS,5.68,"5.51,5.51",5.76,5.30 x 1000,None,5.67 , 5.80,2.39 , 14.70,970,23959,17.598M,-0.18,25.84,0.22,N/A ,None
micronet enertec tec,MICT,0.6500,"0.7087,0.7087",0.7200,0.0000 x 1000,None,0.6301 , 0.7200,0.4100 , 1.4700,121828,202881,84.218M,1.05,N/A,-0.3240,N/A ,None
meihua international medical technologies co. l,MHUA,8.77,"8.50,8.50",8.48,8.50 x 2900,None,8.48 , 9.18,2.60 , 14.80,47989,20304,209.894M,N/A,10.82,0.81,N/A ,None
middleby corp,MIDD,130.00,"135.79,135.79",134.07,0.00 x 800,None,129.84 , 134.84,120.30 , 201.34,647671,430606,7.005B,1.55,15.17,8.57,N/A ,None
gx millennial consumer etf,MILN,25.40,"25.70,25.70",25.37,0.00 x 3000,None,25.34 , 25.73,25.14 , 45.98,6258,11445,98.64M,25.68,N/A,0.25%,None,None
mawson infrastructure group inc,MIGI,0.4400,"0.4600,0.4600",0.4500,0.4500 x 800,None,0.4204 , 0.4588,0.3100 , 15.0900,221411,420653,35.75M,N/A,N/A,-0.2810,N/A ,None
mitcham industries inc,MIND,0.5699,"0.5781,0.5781",0.5760,0.0000 x 4000,None,0.5500 , 0.6100,0.5500 , 1.8300,88418,51187,7.857M,1.69,N/A,-1.2210,N/A ,None
mitcham industries inc,MINDP,6.86,"6.75,6.75",6.83,0.00 x 2200,None,6.52 , 7.21,6.22 , 25.15,982,3587,12.94M,1.69,N/A,-1.22,2.25 ,31.56
minim inc,MINM,0.2042,"0.2130,0.2130",0.2224,0.0000 x 3200,None,0.1924 , 0.2224,0.1900 , 1.6200,26068,472184,9.496M,0.48,N/A,-0.1330,N/A ,None
mirum pharmaceuticals inc,MIRM,22.98,"23.24,23.24",23.22,22.92 x 800,None,22.94 , 23.71,12.82 , 30.55,146806,423537,844.554M,1.49,N/A,-2.29,N/A ,None
miromatrix medical inc,MIRO,3.9500,"3.8900,3.8900",3.8800,3.6500 x 1300,None,3.6700 , 4.0100,2.0200 , 8.5900,145076,34503,82.552M,N/A,N/A,-1.3370,N/A ,None
milestone pharmaceuticals inc,MIST,5.14,"5.03,5.03",4.99,0.00 x 2900,None,4.95 , 5.19,3.98 , 9.85,743431,648042,154.256M,2.41,N/A,-1.05,N/A ,None
coliseum acquisition corp cl a,MITA,9.92,"9.91,9.91",9.91,9.59 x 1000,None,9.91 , 9.92,9.50 , 10.30,13531,34395,186M,N/A,18.61,0.53,N/A ,None
coliseum acquisition corp,MITAU,9.91,"9.91,9.91",9.91,0.00 x 1000,None,9.91 , 9.91,9.70 , 9.98,20,1987,N/A,N/A,18.59,0.53,N/A ,None
coliseum acquisition corp wt,MITAW,0.0701,"0.0701,0.0701",N/A,N/A x N/A,None,0.0701 , 0.0701,0.0701 , 0.0701,3333,N/A,N/A,N/A,N/A,N/A,N/A ,None
mitek systems inc,MITK,10.89,"11.21,11.21",10.92,0.00 x 800,None,10.72 , 11.10,8.32 , 18.50,371182,269307,486.57M,0.70,72.60,0.15,N/A ,None
stealth biotherapeutics corp adr,MITO,0.3212,"0.3200,0.3200",0.3280,0.0000 x 800,None,0.3179 , 0.3280,0.1620 , 1.1700,703080,197757,23.624M,1.48,N/A,-0.9240,N/A ,None
mks instruments inc,MKSI,69.17,"79.96,79.96",74.89,65.71 x 800,None,68.39 , 75.13,68.35 , 181.03,2460485,664989,4.599B,1.57,6.94,9.96,0.88 ,1.05
marketwise inc,MKTW,1.9100,"2.3400,2.3400",2.2500,0.0000 x 800,None,1.6929 , 2.3900,1.6929 , 8.0900,242514,137439,64.699M,0.29,0.09,20.6870,N/A ,None
marketaxess holdings,MKTX,228.87,"232.09,232.09",230.17,47.90 x 1000,None,228.38 , 232.51,217.44 , 422.60,264920,354668,8.735B,0.66,35.54,6.44,2.80 ,1.22
mesa labs inc,MLAB,147.54,"128.00,128.00",133.59,0.00 x 800,None,132.70 , 149.13,114.21 , 333.42,68744,62570,784.51M,0.65,433.94,0.34,0.64 ,0.48
malacca straits acquisition company ltd cl a,MLAC,10.17,"10.21,10.21",10.24,0.00 x 1000,None,10.17 , 10.24,9.95 , 10.46,632,12139,182.743M,0.03,13.21,0.77,N/A ,None
malacca straits acquisition company ltd unit,MLACU,10.23,"10.23,10.23",10.23,0.00 x 1300,None,10.23 , 10.23,9.74 , 10.35,100,556,N/A,0.03,33.21,0.31,N/A ,None
malacca straits acquisition company wt,MLACW,0.0400,"0.0400,0.0400",0.4805,0.4801 x 1100,None,0.0400 , 0.0500,0.0400 , 0.0500,14433,N/A,N/A,N/A,N/A,N/A,N/A ,None
mclaren technology acquisition corp,MLAIU,10.06,"9.96,9.96",10.09,0.00 x 800,None,9.96 , 9.96,9.91 , 10.69,1,952,N/A,N/A,N/A,N/A,N/A ,None
mclaren technology acquisition corp cl a,MLAI,10.10,"10.08,10.08",10.10,0.00 x 2900,None,10.11 , 10.11,9.80 , 10.55,95,29414,254.078M,N/A,N/A,N/A,N/A ,None
mclaren technology acquisition corp wt,MLAIW,0.0270,"0.0270,0.0270",0.0271,0.0150 x 1100,None,0.0270 , 0.0271,0.0270 , 0.0271,1265,N/A,N/A,N/A,N/A,N/A,N/A ,None
melco resorts & entertainment adr,MLCO,5.90,"6.01,6.01",5.91,6.32 x 3000,None,5.75 , 6.07,4.06 , 12.40,4664568,5332771,2.694B,1.25,N/A,-1.60,N/A ,None
millerknoll inc,MLKN,20.27,"20.28,20.28",20.18,0.00 x 4000,None,19.75 , 20.42,15.54 , 42.84,610835,1138748,1.532B,1.42,22.78,0.89,0.75 ,3.54
moonlake immunotherapeutics,MLTX,7.69,"7.39,7.39",7.61,0.00 x 1000,None,7.05 , 7.81,4.25 , 15.19,10908,46865,283.958M,1.20,N/A,N/A,N/A ,None
malvern bncp,MLVF,14.84,"14.61,14.61",14.50,0.00 x 800,None,14.50 , 14.84,14.26 , 17.89,17849,14753,113.286M,0.78,N/A,-0.27,N/A ,None
meta materials inc,MMAT,1.4500,"1.2700,1.2700",1.2700,1.5000 x 38800,None,1.2501 , 1.4900,0.6300 , 5.4200,13948124,6957201,524.208M,N/A,N/A,-0.2490,N/A ,None
martin midstrm lp,MMLP,3.0800,"3.6000,3.6000",2.8500,0.0000 x 1000,None,2.5700 , 3.0800,2.5200 , 5.9800,528218,67256,139.863M,N/A,5.60,0.5500,0.02 ,0.65
mamamancini's holdin,MMMB,1.0400,"1.0600,1.0600",1.0400,0.0000 x 1400,None,1.0322 , 1.0700,1.0200 , 2.6800,10673,46518,37.771M,1.31,N/A,-0.0270,N/A ,None
merit medical sys,MMSI,66.58,"66.41,66.41",65.22,0.00 x 800,None,65.10 , 67.04,50.46 , 72.00,258568,331695,3.79B,0.98,62.81,1.06,N/A ,None
makemytrip ltd,MMYT,27.29,"27.23,27.23",26.90,0.00 x 1400,None,26.16 , 27.75,20.06 , 36.28,855090,346940,2.873B,N/A,N/A,-0.42,N/A ,None
mind c.t.i. ltd,MNDO,2.0600,"2.0600,2.0600",2.0600,0.0000 x 900,None,2.0500 , 2.0691,2.0300 , 3.3400,10328,28512,41.415M,0.87,7.63,0.2700,0.26 ,12.34
monday.com ltd,MNDY,93.24,"92.47,92.47",89.99,89.50 x 800,None,88.14 , 96.57,85.75 , 450.00,566241,619834,4.076B,N/A,N/A,-4.17,N/A ,None
mannkind corp,MNKD,3.4400,"3.3900,3.3900",3.3600,3.4600 x 4000,None,3.3400 , 3.5200,2.4900 , 5.2400,2978960,4405585,885.243M,1.70,N/A,-0.3750,N/A ,None
mind medicine mindmed inc,MNMD,2.8800,"2.7900,2.7900",2.7800,2.7900 x 1000,None,2.7350 , 2.8900,2.5800 , 44.1000,312437,1446175,102.33M,2.39,N/A,-0.2330,N/A ,None
medicinova inc,MNOV,2.0200,"2.0800,2.0800",2.0200,2.0000 x 3000,None,2.0200 , 2.0700,1.9600 , 4.6500,80915,29226,99.073M,0.87,N/A,-0.2720,N/A ,None
monopar therapeutics inc,MNPR,3.1000,"2.9400,2.9400",2.8500,0.0000 x 1400,None,2.8500 , 3.2400,1.3910 , 5.2400,40097,11604,39.45M,0.51,N/A,-0.7690,N/A ,None
monro muffler brak,MNRO,45.45,"45.37,45.37",45.13,0.00 x 1000,None,44.82 , 45.96,37.49 , 64.72,149020,286976,1.43B,1.05,30.30,1.50,1.12 ,2.35
mainstreet bank,MNSB,27.42,"27.80,27.80",27.86,0.00 x 900,None,27.29 , 28.00,20.77 , 29.04,39700,15481,206.887M,0.51,9.55,2.87,0.40 ,1.43
mainstreet bancshares inc adr,MNSBP,25.33,"25.30,25.30",25.75,0.00 x 800,None,25.33 , 25.75,24.38 , 29.00,1,968,N/A,0.51,9.62,2.63,1.88 ,7.42
monster beverage cp,MNST,91.09,"91.71,91.71",90.56,91.50 x 800,None,90.12 , 91.87,71.78 , 99.81,2591403,2554484,47.994B,0.90,39.43,2.31,N/A ,None
montauk renewables inc,MNTK,14.47,"14.40,14.40",14.15,0.00 x 1200,None,14.08 , 14.68,8.78 , 20.78,394076,532542,2.078B,N/A,72.35,0.20,N/A ,None
momentus inc,MNTS,1.3900,"1.3700,1.3700",1.3800,1.3900 x 800,None,1.3588 , 1.4400,1.0700 , 11.6600,120825,393637,116.737M,0.79,4.79,0.2900,N/A ,None
momentus inc wt,MNTSW,0.1700,"0.1301,0.1301",2.6400,2.5400 x 1400,None,0.1700 , 0.1700,0.1700 , 0.1700,200,N/A,N/A,N/A,N/A,N/A,N/A ,None
momentive global inc,MNTV,7.08,"7.46,7.46",7.38,0.00 x 800,None,7.03 , 7.58,5.14 , 23.48,2020902,2254343,1.045B,1.39,N/A,-0.88,N/A ,None
manitex intl inc,MNTX,4.6400,"4.4600,4.4600",4.4200,0.0000 x 1200,None,4.4200 , 4.6900,4.2000 , 8.1900,1280,8064,93.216M,0.72,N/A,-0.1800,N/A ,None
mobilicom limited warrants,MOBBW,0.2100,"0.2100,0.2100",0.2300,0.0000 x 1000,None,0.2001 , 0.2300,0.1962 , 1.2400,1331,75136,1.498M,N/A,N/A,N/A,N/A ,None
mobilicom limited adr,MOB,1.5400,"1.5500,1.5500",1.5700,1.5000 x 1000,None,1.5000 , 1.5800,1.3100 , 6.6600,34889,2279688,1.903M,1.05,N/A,N/A,N/A ,None
mobiquity technologies inc,MOBQ,1.4900,"1.4300,1.4300",1.5100,0.0000 x 1000,None,1.4300 , 1.5100,0.6300 , 9.2500,6931,531060,13.006M,0.33,N/A,-4.5860,N/A ,None
mobiquity technologies inc wt,MOBQW,0.1989,"0.1990,0.1990",0.1767,0.1100 x 3000,None,0.1767 , 0.1990,0.1767 , 0.1990,8445,N/A,N/A,N/A,N/A,N/A,N/A ,None
mobiv acquisition corp cl a,MOBV,10.08,"10.08,10.08",10.07,0.00 x 1000,None,10.07 , 10.08,9.96 , 10.44,20100,9375,132.548M,N/A,N/A,N/A,N/A ,None
mobiv acquisition corp,MOBVU,10.17,"10.15,10.15",10.17,0.00 x 1400,None,10.17 , 10.17,10.01 , 10.40,468,41239,N/A,N/A,N/A,N/A,N/A ,None
mobiv acquisition corp wt,MOBVW,0.0550,"0.0550,0.0550",0.0603,0.0550 x 1100,None,0.0550 , 0.0560,0.0550 , 0.0560,20000,N/A,N/A,N/A,N/A,N/A,N/A ,None
modular medical inc,MODD,2.9000,"2.9700,2.9700",2.9000,0.0000 x 1100,None,2.9000 , 3.4405,2.5500 , 6.0500,4804,8156,31.651M,-3.42,N/A,-2.5050,N/A ,None
victoryshares westend u.s. sector etf,MODL,25.60,"25.95,25.95",25.75,12.81 x 1100,None,25.60 , 25.75,24.92 , 26.94,475622,242676,N/A,25.92,N/A,N/A,None,None
modivcare inc,MODV,84.58,"88.02,88.02",85.37,0.00 x 800,None,80.81 , 88.60,80.55 , 164.55,135458,74681,1.188B,0.81,N/A,-1.79,N/A ,None
midwestone fnl gp,MOFG,32.79,"32.72,32.72",32.54,0.00 x 800,None,32.54 , 32.98,27.17 , 34.65,9901,20565,512.196M,0.89,8.70,3.77,0.95 ,2.88
mogo inc,MOGO,0.7001,"0.7200,0.7200",0.7211,0.6700 x 900,None,0.7022 , 0.7451,0.7000 , 6.3100,312370,185934,54.033M,3.98,N/A,-0.5430,N/A ,None
molecular partners ag adr,MOLN,6.25,"6.24,6.24",6.18,6.29 x 900,None,6.18 , 6.25,5.50 , 32.04,1122,8956,210.774M,0.77,1.84,3.39,N/A ,None
monument circle acquisition corp cl a,MON,9.99,"10.01,10.01",10.01,0.00 x 900,None,9.99 , 10.01,9.66 , 10.01,72734,37614,312.187M,N/A,27.75,0.36,N/A ,None
hello group inc adr,MOMO,4.9800,"4.9300,4.9300",4.8400,5.2600 x 1400,None,4.8400 , 5.1450,4.0950 , 13.9950,1795762,1624682,986.543M,1.08,N/A,-2.3080,N/A ,None
monument circle acquisition corp units,MONCU,10.00,"9.90,9.90",10.00,9.49 x 1800,None,10.00 , 10.00,9.83 , 10.08,6350,1160,N/A,N/A,73.53,0.14,N/A ,None
monument circle acquisition corp wt,MONCW,0.0113,"0.0146,0.0146",0.6345,0.5501 x 1100,None,0.0112 , 0.0113,0.0112 , 0.0113,19403,N/A,N/A,N/A,N/A,N/A,N/A ,None
mondee holdings cl a,MOND,9.51,"9.01,9.01",9.05,0.00 x 900,None,8.40 , 9.74,6.74 , 16.98,26701,37140,773.602M,N/A,N/A,N/A,N/A ,None
mondee holdings wt,MONDW,0.0187,"0.0193,0.0193",0.0167,0.0175 x 900,None,0.0173 , 0.0200,0.0173 , 0.0200,142023,N/A,N/A,N/A,N/A,N/A,N/A ,None
morphosys ag adr,MOR,4.9000,"4.9300,4.9300",4.7800,4.8300 x 2200,None,4.7500 , 4.9100,4.0700 , 11.8400,78749,64893,669.409M,0.73,N/A,-4.6112,N/A ,None
morningstar inc,MORN,229.35,"232.52,232.52",229.34,0.00 x 800,None,226.51 , 231.60,207.11 , 350.21,112485,95915,9.87B,1.12,80.47,2.85,1.44 ,0.63
morphic holding inc,MORF,27.46,"28.12,28.12",27.74,0.00 x 800,None,27.33 , 28.56,19.23 , 68.75,275233,313787,1.057B,1.33,N/A,-2.88,N/A ,None
motus gi holdings inc,MOTS,1.9000,"1.9300,1.9300",1.8300,0.0000 x 800,None,1.8194 , 1.9300,1.5300 , 14.8400,330275,1993023,5.694M,1.98,N/A,-0.3890,N/A ,None
movano inc,MOVE,2.0900,"1.9600,1.9600",2.0850,0.0000 x 2900,None,2.0600 , 2.0900,1.6400 , 4.2000,993,29242,68.592M,N/A,N/A,-0.7110,N/A ,None
motorcar parts amer,MPAA,18.60,"18.82,18.82",18.64,0.00 x 1100,None,18.38 , 18.84,12.59 , 20.53,19844,50846,357.624M,1.49,58.13,0.32,N/A ,None
moxian [bvi] inc,MOXC,0.9300,"0.9363,0.9363",0.9001,0.0000 x 1200,None,0.9001 , 0.9300,0.7800 , 6.5500,9891,67378,33.066M,2.81,N/A,-0.1450,N/A ,None
model performance acquisition corp,MPAC,10.48,"10.46,10.46",10.41,0.00 x 800,None,10.41 , 10.48,9.94 , 10.83,27774,15262,78.993M,N/A,N/A,-0.14,N/A ,None
model performance acquisition corp units,MPACU,10.42,"10.43,10.43",10.42,0.00 x 1100,None,10.42 , 10.42,10.04 , 10.81,1000,198,N/A,N/A,N/A,-0.14,N/A ,None
model performance acquisition corp wt,MPACW,0.1137,"0.0061,0.0061",N/A,N/A x N/A,None,0.0061 , 0.0879,0.0061 , 0.0879,1050,N/A,N/A,N/A,N/A,N/A,N/A ,None
mid penn bancorp inc,MPB,33.00,"33.06,33.06",33.00,13.21 x 2200,None,32.20 , 33.03,24.81 , 34.99,14484,17112,524.136M,0.50,14.29,2.31,0.80 ,2.39
mercato partners acquisition corp cl a,MPRA,10.10,"10.10,10.10",10.10,0.00 x 1000,None,10.10 , 10.10,9.60 , 10.50,89,17189,290.375M,N/A,N/A,N/A,N/A ,None
mercato partners acquisition corp,MPRAU,10.04,"10.04,10.04",10.04,0.00 x 2200,None,10.04 , 10.04,9.61 , 10.16,20,239,N/A,N/A,N/A,N/A,N/A ,None
mercato partners acquisition corp wt,MPRAW,0.0126,"0.0200,0.0200",0.0126,0.0001 x 1200,None,0.0126 , 0.0126,0.0126 , 0.0126,100,N/A,N/A,N/A,N/A,N/A,N/A ,None
monolithic power sys,MPWR,334.20,"334.54,334.54",328.94,321.09 x 800,None,328.39 , 341.67,301.69 , 580.00,780405,729082,15.688B,1.17,41.26,8.10,3.00 ,0.86
marqeta inc cl a,MQ,6.91,"7.20,7.20",7.05,7.00 x 2900,None,6.90 , 7.28,6.05 , 30.28,3947121,6831187,3.793B,N/A,N/A,-0.46,N/A ,None
marpai inc cl a,MRAI,0.9399,"0.8800,0.8800",0.8712,0.0000 x 4000,None,0.8712 , 0.9408,0.6930 , 6.1100,4354,141992,19.44M,N/A,N/A,-1.3950,N/A ,None
everspin technologies inc,MRAM,5.84,"5.85,5.85",5.78,0.00 x 1000,None,5.69 , 5.96,4.71 , 14.36,80508,129268,117.754M,1.31,14.24,0.41,N/A ,None
meridian bank,MRBK,30.72,"30.50,30.50",30.50,0.00 x 900,None,30.28 , 31.10,27.87 , 39.78,74032,11348,184.85M,N/A,6.69,4.59,0.80 ,2.60
monroe capital corp,MRCC,7.79,"7.72,7.72",7.66,0.00 x 1000,None,7.62 , 7.79,7.20 , 11.85,26212,56598,168.78M,1.23,22.26,0.35,1.00 ,13.21
mercury sys inc,MRCY,49.14,"50.04,50.04",49.67,0.00 x 1400,None,48.65 , 50.20,40.48 , 72.28,363017,338407,2.839B,N/A,245.70,0.20,N/A ,None
marin software inc,MRIN,1.2000,"1.1300,1.1300",1.1400,0.0000 x 1300,None,1.1400 , 1.2280,1.1000 , 8.1200,150892,722475,19.158M,0.50,N/A,-0.8990,N/A ,None
mereo biopharma group plc adr,MREO,0.8149,"0.8931,0.8931",0.8600,0.0000 x 3100,None,0.7886 , 0.8699,0.3010 , 2.5000,827703,706226,101.851M,0.79,7.41,0.1100,N/A ,None
marker therapeutics inc,MRKR,0.4139,"0.4211,0.4211",0.4275,0.4060 x 2200,None,0.3801 , 0.4275,0.2500 , 1.5500,118906,1877928,34.602M,1.05,N/A,-0.5200,N/A ,None
medirom healthcare technologies inc adr,MRM,5.99,"5.90,5.90",5.99,0.00 x 800,None,5.99 , 5.99,5.47 , 9.80,113,2100,29.246M,N/A,N/A,-1.03,N/A ,None
moderna inc,MRNA,147.50,"148.62,148.62",138.76,149.40 x 1000,None,135.09 , 150.75,115.03 , 376.65,9194401,4926407,57.702B,1.69,4.51,32.70,N/A ,None
iq u.s. mid cap r&d leaders etf,MRND,19.71,"19.93,19.93",20.26,9.97 x 1800,None,19.71 , 19.71,18.67 , 25.97,1,68,3.79M,19.90,N/A,N/A,None,None
marinus pharma cs,MRNS,5.88,"5.80,5.80",5.71,4.15 x 1100,None,5.71 , 6.00,3.97 , 13.15,52173,222501,218.731M,1.26,N/A,-2.47,N/A ,None
mersana therapeutics inc,MRSN,7.69,"7.63,7.63",7.33,0.00 x 2200,None,7.69 , 7.69,2.68 , 10.01,7113,1359040,747.232M,1.71,N/A,-2.49,N/A ,None
marten transport l,MRTN,18.76,"18.65,18.65",18.55,0.00 x 800,None,18.76 , 18.76,15.70 , 23.43,2067,419610,1.521B,0.92,14.21,1.32,0.24 ,1.24
mirati therapeutics,MRTX,64.30,"63.37,63.37",63.72,54.83 x 900,None,64.30 , 64.30,32.96 , 175.50,2802,815184,3.576B,0.90,N/A,-11.96,N/A ,None
merus n.v. cs,MRUS,15.56,"15.28,15.28",12.51,0.00 x 800,None,15.36 , 15.59,12.03 , 33.09,4899,326378,713.865M,0.94,N/A,-1.87,N/A ,None
maravai lifesciences holdings inc cl a,MRVI,15.51,"14.51,14.51",13.49,0.00 x 900,None,15.50 , 15.55,13.49 , 46.29,53395,1768485,3.958B,N/A,8.29,1.87,N/A ,None
marvell technology inc,MRVL,38.82,"37.22,37.22",38.33,37.70 x 2900,None,38.44 , 38.82,35.30 , 93.85,227435,11274506,33.072B,1.48,N/A,-0.60,0.24 ,0.60
medicus sciences acquisition corp cl a,MSAC,9.99,"9.98,9.98",9.96,0.00 x 2900,None,9.99 , 9.99,9.66 , 9.99,16,24707,116.034M,N/A,19.21,0.52,N/A ,None
medicus sciences acquisition corp wt,MSACW,0.0900,"0.0434,0.0434",0.6501,0.6600 x 1100,None,0.0698 , 0.0900,0.0698 , 0.0900,200,N/A,N/A,N/A,N/A,N/A,N/A ,None
midland sts bnc,MSBI,26.96,"26.71,26.71",27.28,24.00 x 900,None,26.96 , 26.96,23.48 , 30.60,1173,72840,595.134M,0.87,7.15,3.77,1.16 ,4.08
